epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
108,1392,0.88757,0.50329,0.00934,0.96202,0.95508,0.98311,0.83497,0.65061,0.27077,0.00932,0.000246915,0.000246915,0.000246915
109,1404.64,0.87209,0.48161,0.0091,0.98368,0.93908,0.98351,0.83283,0.64595,0.26672,0.00911,0.000236844,0.000236844,0.000236844
110,1417.2,0.87655,0.4924,0.00904,0.98021,0.9332,0.9792,0.83269,0.66504,0.29544,0.00961,0.000226946,0.000226946,0.000226946
111,1429.88,0.86865,0.48279,0.00908,0.97772,0.93162,0.98293,0.83438,0.65182,0.27999,0.00935,0.000217225,0.000217225,0.000217225
112,1442.57,0.87633,0.47836,0.00888,0.96738,0.95288,0.9827,0.83596,0.64929,0.25965,0.0094,0.000207686,0.000207686,0.000207686
113,1455.3,0.86941,0.48334,0.00875,0.96864,0.95131,0.98338,0.83499,0.64141,0.27074,0.00922,0.000198333,0.000198333,0.000198333
114,1468,0.85744,0.48147,0.00881,0.97311,0.9549,0.98137,0.83607,0.62774,0.28118,0.00886,0.00018917,0.00018917,0.00018917
115,1480.75,0.85544,0.46765,0.00872,0.97215,0.9478,0.98144,0.83531,0.64897,0.26566,0.00937,0.000180201,0.000180201,0.000180201
116,1493.48,0.85321,0.47128,0.00875,0.96873,0.94992,0.9793,0.8345,0.64042,0.26655,0.00918,0.000171429,0.000171429,0.000171429
117,1506.19,0.85859,0.46632,0.00892,0.96524,0.95003,0.9809,0.83613,0.64331,0.26784,0.00928,0.000162859,0.000162859,0.000162859
118,1519.01,0.83639,0.45781,0.00859,0.9839,0.94584,0.98159,0.8358,0.64306,0.26761,0.0092,0.000154495,0.000154495,0.000154495
119,1531.71,0.84953,0.47599,0.00872,0.97079,0.94845,0.9825,0.83514,0.64577,0.27655,0.00927,0.00014634,0.00014634,0.00014634
